source_sequence,project_name,normalized_project_name,source_operation_mode,operation_strategy,operation_strategy_label,source_file,source_received_date
629,雅瑶东路教育设施建设项目（雅瑶东路小学）,雅瑶东路教育设施建设项目(雅瑶东路小学),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
630,罗江县蟠龙镇2016年农业综合开发高标准农田建设项目,罗江县蟠龙镇2016年农业综合开发高标准农田建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
631,四川广元昭化中国食品产业发展重点园区（工业园区泉坝台阶地）项目场平、道路工程施工,四川广元昭化中国食品产业发展重点园区(工业园区泉坝台阶地)项目场平、道路工程施工,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
632,剑阁县盐店镇莲石笋村居民改造项目七标段,剑阁县盐店镇莲石笋村居民改造项目七标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
633,四川广汉火车站省粮食储备库和兴中心库建设项目（一期工程）,四川广汉火车站省粮食储备库和兴中心库建设项目(一期工程),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
634,国网四川省电力公司家属区物业改造二标段项目,国网四川省电力公司家属区物业改造二标段项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
635,苍溪县歧坪镇爱国村等11个村城乡建设用地增减挂钩项目,苍溪县歧坪镇爱国村等11个村城乡建设用地增减挂钩项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
636,广元龙江电力宾馆消防管道改造施工,广元龙江电力宾馆消防管道改造施工,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
637,誉城国际一期二批次,誉城国际一期二批次,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
638,剑阁2019年村道窄路加宽工程圈龙乡太吉村,剑阁2019年村道窄路加宽工程圈龙乡太吉村,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
639,中江县杏花路道路建设工程施工,中江县杏花路道路建设工程施工,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
640,平武古城敬老院维修改造项目,平武古城敬老院维修改造项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
641,玛瑙村易地扶贫搬迁堡坎及边坡支护工程,玛瑙村易地扶贫搬迁堡坎及边坡支护工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
642,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程-劳务分包-穿城堰三标段,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程-劳务分包-穿城堰三标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
643,广汉金鱼镇凉水村管网延伸工程,广汉金鱼镇凉水村管网延伸工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
644,古蔺双沙陈坪等3个村18年脱贫攻坚饮水项目,古蔺双沙陈坪等3个村18年脱贫攻坚饮水项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
645,什邡市经济开发区一级消防站及综合应急救援训练基地项目,什邡市经济开发区一级消防站及综合应急救援训练基地项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
646,广汉市郑州路东段雨污水管网工程,广汉市郑州路东段雨污水管网工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
647,中江县联合镇中心学校群星分校新建运动场项目工程,中江县联合镇中心学校群星分校新建运动场项目工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
648,剑阁县公兴镇新生村风貌打造项目,剑阁县公兴镇新生村风貌打造项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
649,朝天区花石乡以工代赈脱贫攻坚项目工程,朝天区花石乡以工代赈脱贫攻坚项目工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
650,剑阁县圈龙乡新桥村文化室,剑阁县圈龙乡新桥村文化室,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
651,剑阁县文化广电新闻出版局人才基地建设项目,剑阁县文化广电新闻出版局人才基地建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
652,剑阁县2018年鹤龄镇村级公共服务项目,剑阁县2018年鹤龄镇村级公共服务项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
653,异地扶贫搬迁项目,异地扶贫搬迁项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
654,青川县营盘乡永红村农村安全饮水,青川县营盘乡永红村农村安全饮水,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
655,乔庄镇茶树村排水沟整治,乔庄镇茶树村排水沟整治,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
656,营盘乡高峰村、都家坝、丁家碥村农村安全饮水,营盘乡高峰村、都家坝、丁家碥村农村安全饮水,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
657,黄猫垭园区建设工程劳务分包,黄猫垭园区建设工程劳务分包,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
658,川北幼儿师范高等专科学校三期工程-室外附属一批次工程,川北幼儿师范高等专科学校三期工程-室外附属一批次工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
659,中江县支公司办公职场装修工程,中江县支公司办公职场装修工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
660,中央公园西一游客服务中心工程项目,中央公园西一游客服务中心工程项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
661,天府国际机场航站区配套市政工程施工三标段（二工区）雨污管网及土石方回填工程,天府国际机场航站区配套市政工程施工三标段(二工区)雨污管网及土石方回填工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
662,新场乡长虹村灌溉蓄水池及防洪沟修建项目,新场乡长虹村灌溉蓄水池及防洪沟修建项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
663,忠县涂井乡龙滩村农村移民安置区精准扶贫项目.,忠县涂井乡龙滩村农村移民安置区精准扶贫项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
664,重庆江北国际机场飞行区服务综合服务外包项目,重庆江北国际机场飞行区服务综合服务外包项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
665,射洪县金鹤乡白店村、长房村、大榆镇松林村等3个高标准基本农田建设项目,射洪县金鹤乡白店村、长房村、大榆镇松林村等3个高标准基本农田建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
666,宁南县骑骡沟镇曹家营、董家龙潭饮用水源地保护工程施工合同,宁南县骑骡沟镇曹家营、董家龙潭饮用水源地保护工程施工合同,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
667,中江县凯江中学校教学及辅助用房建设项目,中江县凯江中学校教学及辅助用房建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
668,国有企业职工家属区“三供一业”分离移交改造项目供水部分,国有企业职工家属区“三供一业”分离移交改造项目供水部分,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
669,国宾府售楼部、样板间室内精装修工程,国宾府售楼部、样板间室内精装修工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
670,剑阁县2019年交通专项扶贫村道窄路加宽工程（杨村镇柏梓村）,剑阁县2019年交通专项扶贫村道窄路加宽工程(杨村镇柏梓村),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
671,国有企业职工家属区“三供一业”分离移交改造项目物业管理部分-沁苑小区工程,国有企业职工家属区“三供一业”分离移交改造项目物业管理部分-沁苑小区工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
672,罗江翰林豪锦苑一期工程,罗江翰林豪锦苑一期工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
673,德阳市泰山路（金沙江路-新收费站）提档升级改造工程,德阳市泰山路(金沙江路-新收费站)提档升级改造工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
674,玖龙纸业（重庆）有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改（307.77667）,玖龙纸业(重庆)有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改(307.77667),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
675,布拖县拉达乡现代设施蔬菜产业融合示范园附属工程,布拖县拉达乡现代设施蔬菜产业融合示范园附属工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
676,德昌县宽裕镇花园村文化休闲广场,德昌县宽裕镇花园村文化休闲广场,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
677,全国新增1000亿斤粮食生产能力安居区2018年田间工程建设项目二标段,全国新增1000亿斤粮食生产能力安居区2018年田间工程建设项目二标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
678,中江县2016年抗旱应急水源工程,中江县2016年抗旱应急水源工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
679,征拆服务中心办公用房装修工程,征拆服务中心办公用房装修工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
680,蓬溪县苇子湾水库除险加固工程,蓬溪县苇子湾水库除险加固工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
681,射洪县仁和中学校教学用房及相关附属设施建设项目,射洪县仁和中学校教学用房及相关附属设施建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
682,会理县2017年国家农业综合开发土地治理结余资金建设项目,会理县2017年国家农业综合开发土地治理结余资金建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
683,金元镇江关咀村2019年社道路建设项目,金元镇江关咀村2019年社道路建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
684,喜德县2018年第二批农村公路工程尼波镇打尔村-甘洛村水泥路改建工程,喜德县2018年第二批农村公路工程尼波镇打尔村-甘洛村水泥路改建工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
685,国家水土保持重点项目中江县2019年冯店小流域水土流失综合治理项目,国家水土保持重点项目中江县2019年冯店小流域水土流失综合治理项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
686,朝天区三滩村至龙门等道路工程-潜溪路一段,朝天区三滩村至龙门等道路工程-潜溪路一段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
687,重庆翰博光电工业园项目一期B部分（2#厂房）工程,重庆翰博光电工业园项目一期B部分(2#厂房)工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
688,四川省德阳市罗江区2019年元宝山片区高标准农田建设项目（一标段）,四川省德阳市罗江区2019年元宝山片区高标准农田建设项目(一标段),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
689,蓬溪县汽车城二期建设项目,蓬溪县汽车城二期建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
690,中江县小型汽车驾驶人考场建设项目,中江县小型汽车驾驶人考场建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
691,旌阳区全域旅游公共服务保障设施建设项目/凯江大回湾改造工程,旌阳区全域旅游公共服务保障设施建设项目/凯江大回湾改造工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
692,成渝双城经济圈川渝高竹新区制造产业园及配套基础设施建设项目(二期)-L4-E线道路及配套工程－路缘石,成渝双城经济圈川渝高竹新区制造产业园及配套基础设施建设项目(二期)-L4-E线道路及配套工程-路缘石,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
693,中国移动四川公司成都分公司2023-2025年渠道维修采购项目,中国移动四川公司成都分公司2023-2025年渠道维修采购项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
